Round County Immigrants,Round State Immigrants,County Immigrants,County,Number of Records,Origin (B05006 2015 5 yr (County)),Origin (quickfilter 2),Origin (tooltip),Origin (quickfilter),Origin,State (B05006 2015 5 yr (County)),State Immigrants,State,Total state immigrant population,Total state population
,"146,000",31,Audubon County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",175,Benton County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
"6,200","146,000",6216,Black Hawk County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",219,Boone County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",341,Bremer County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",255,Buchanan County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
"3,700","146,000",3725,Buena Vista County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",86,Butler County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",57,Calhoun County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",190,Carroll County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",164,Cass County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",178,Cedar County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",829,Cerro Gordo County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",131,Cherokee County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",201,Chickasaw County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",439,Clarke County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",352,Clay County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",311,Clayton County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",1061,Clinton County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
"2,200","146,000",2223,Crawford County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
"5,500","146,000",5510,Dallas County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",54,Davis County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",143,Decatur County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",192,Delaware County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",602,Des Moines County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",142,Dickinson County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
"2,400","146,000",2379,Dubuque County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",417,Emmet County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",256,Fayette County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",234,Floyd County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",356,Franklin County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",70,Fremont County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",116,Greene County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",53,Grundy County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",137,Guthrie County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",565,Hamilton County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",198,Hancock County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",536,Hardin County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",135,Harrison County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",603,Henry County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",65,Howard County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",216,Humboldt County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",62,Ida County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",214,Iowa County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",161,Jackson County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",363,Jasper County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
"2,400","146,000",2385,Jefferson County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
"14,100","146,000",14068,Johnson County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",302,Jones County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",71,Keokuk County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",187,Kossuth County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",557,Lee County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
"7,000","146,000",7022,Linn County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",1032,Louisa County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
,"146,000",303,Lucas County,1,Total:,Total:,all countries,(Total),Total:,Iowa,146367,Iowa,146367,3093526
