Round County Immigrants,Round State Immigrants,County Immigrants,County,Number of Records,Origin (B05006 2015 5 yr (County)),Origin (quickfilter 2),Origin (tooltip),Origin (quickfilter),Origin,State (B05006 2015 5 yr (County)),State Immigrants,State,Total state immigrant population,Total state population
"8,800","858,000",8759,Charles County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
,"858,000",1293,Dorchester County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"23,400","858,000",23405,Frederick County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
,"858,000",461,Garrett County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"13,300","858,000",13344,Harford County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"58,200","858,000",58201,Howard County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
,"858,000",753,Kent County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"331,400","858,000",331355,Montgomery County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"189,500","858,000",189513,Prince George's County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
,"858,000",1731,Queen Anne's County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
,"858,000",1326,Somerset County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"4,800","858,000",4831,St. Mary's County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"2,200","858,000",2174,Talbot County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"7,500","858,000",7504,Washington County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"8,400","858,000",8400,Wicomico County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"2,400","858,000",2391,Worcester County,1,Total:,Total:,all countries,(Total),Total:,Maryland,857804,Maryland,857804,5930538
"14,600","1,038,000",14578,Barnstable County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"7,200","1,038,000",7191,Berkshire County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"68,100","1,038,000",68061,Bristol County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
,"1,038,000",1650,Dukes County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"117,400","1,038,000",117417,Essex County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"3,500","1,038,000",3461,Franklin County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"41,600","1,038,000",41559,Hampden County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"12,700","1,038,000",12731,Hampshire County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"308,700","1,038,000",308711,Middlesex County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
,"1,038,000",1723,Nantucket County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"110,000","1,038,000",109968,Norfolk County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"41,700","1,038,000",41731,Plymouth County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"215,400","1,038,000",215425,Suffolk County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
"93,900","1,038,000",93921,Worcester County,1,Total:,Total:,all countries,(Total),Total:,Massachusetts,1038127,Massachusetts,1038127,6705586
,"938,000",107,Wahkiakum County,1,Total:,Total:,all countries,(Total),Total:,Washington,937563,Washington,937563,6985464
"6,300","938,000",6259,Walla Walla County,1,Total:,Total:,all countries,(Total),Total:,Washington,937563,Washington,937563,6985464
"22,800","938,000",22842,Whatcom County,1,Total:,Total:,all countries,(Total),Total:,Washington,937563,Washington,937563,6985464
"4,500","938,000",4469,Whitman County,1,Total:,Total:,all countries,(Total),Total:,Washington,937563,Washington,937563,6985464
"44,700","938,000",44684,Yakima County,1,Total:,Total:,all countries,(Total),Total:,Washington,937563,Washington,937563,6985464
,"623,000",173,Alcona County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",76,Alger County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"3,700","623,000",3691,Allegan County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",381,Alpena County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",447,Antrim County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",120,Arenac County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",136,Baraga County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",820,Barry County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",1483,Bay County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",245,Benzie County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"9,500","623,000",9545,Berrien County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",1111,Branch County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"4,400","623,000",4416,Calhoun County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",771,Cass County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",468,Charlevoix County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",297,Cheboygan County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",1048,Chippewa County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",416,Clare County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"2,200","623,000",2219,Clinton County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",240,Crawford County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",473,Delta County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",341,Dickinson County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"3,500","623,000",3487,Eaton County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",576,Emmet County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"9,700","623,000",9723,Genesee County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",238,Gladwin County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",211,Gogebic County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"2,000","623,000",2046,Grand Traverse County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",610,Gratiot County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",406,Hillsdale County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",1675,Houghton County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",478,Huron County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"24,800","623,000",24761,Ingham County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",925,Ionia County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",581,Iosco County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",192,Iron County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"2,300","623,000",2335,Isabella County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"2,500","623,000",2519,Jackson County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"12,000","623,000",12020,Kalamazoo County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",238,Kalkaska County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"48,800","623,000",48774,Kent County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",23,Keweenaw County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",138,Lake County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"2,400","623,000",2430,Lapeer County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",665,Leelanau County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",1952,Lenawee County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"5,300","623,000",5329,Livingston County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",63,Luce County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",218,Mackinac County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"90,200","623,000",90243,Macomb County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",323,Manistee County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",1051,Marquette County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",501,Mason County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",1064,Mecosta County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",180,Menominee County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"3,300","623,000",3285,Midland County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",277,Missaukee County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"3,000","623,000",2991,Monroe County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",784,Montcalm County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",82,Montmorency County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"2,800","623,000",2754,Muskegon County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",869,Newaygo County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"145,700","623,000",145670,Oakland County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",1492,Oceana County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",325,Ogemaw County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",105,Ontonagon County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",201,Osceola County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",106,Oscoda County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",632,Otsego County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"15,700","623,000",15700,Ottawa County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",141,Presque Isle County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",413,Roscommon County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"4,600","623,000",4635,Saginaw County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",534,Sanilac County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",165,Schoolcraft County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",705,Shiawassee County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"4,600","623,000",4571,St. Clair County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",1954,St. Joseph County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",534,Tuscola County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"3,500","623,000",3485,Van Buren County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"40,900","623,000",40920,Washtenaw County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
"144,200","623,000",144247,Wayne County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"623,000",394,Wexford County,1,Total:,Total:,all countries,(Total),Total:,Michigan,622863,Michigan,622863,9900571
,"419,000",159,Aitkin County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"24,400","419,000",24353,Anoka County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",560,Becker County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",912,Beltrami County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",951,Benton County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",53,Big Stone County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"2,500","419,000",2453,Blue Earth County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",435,Brown County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",359,Carlton County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"5,000","419,000",5029,Carver County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",289,Cass County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",384,Chippewa County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",920,Chisago County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"2,100","419,000",2054,Clay County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",87,Clearwater County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",244,Cook County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",480,Cottonwood County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",985,Crow Wing County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"36,200","419,000",36210,Dakota County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",391,Dodge County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",381,Douglas County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",326,Faribault County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",258,Fillmore County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",1111,Freeborn County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",1310,Goodhue County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",70,Grant County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"160,000","419,000",159961,Hennepin County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",192,Houston County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",260,Hubbard County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",482,Isanti County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",383,Itasca County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",209,Jackson County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",131,Kanabec County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"2,600","419,000",2631,Kandiyohi County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",74,Kittson County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",704,Koochiching County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",153,Lac qui Parle County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",216,Lake County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",79,Lake of the Woods County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",782,Le Sueur County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",50,Lincoln County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",1609,Lyon County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",38,Mahnomen County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",161,Marshall County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",421,Martin County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",1214,McLeod County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",547,Meeker County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",363,Mille Lacs County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",328,Morrison County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"2,900","419,000",2927,Mower County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",203,Murray County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",1166,Nicollet County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"4,100","419,000",4139,Nobles County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",102,Norman County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"15,700","419,000",15735,Olmsted County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",1498,Otter Tail County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",284,Pennington County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",537,Pine County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",275,Pipestone County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",753,Polk County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",100,Pope County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"79,000","419,000",79014,Ramsey County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",39,Red Lake County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",357,Redwood County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",391,Renville County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"4,700","419,000",4651,Rice County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",195,Rock County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",560,Roseau County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"11,200","419,000",11227,Scott County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"2,400","419,000",2439,Sherburne County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",686,Sibley County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"4,500","419,000",4473,St. Louis County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"8,100","419,000",8059,Stearns County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",1366,Steele County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",403,Stevens County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",164,Swift County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",874,Todd County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",38,Traverse County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",265,Wabasha County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",194,Wadena County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",898,Waseca County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"15,900","419,000",15934,Washington County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",1215,Watonwan County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",27,Wilkin County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",1795,Winona County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
"3,800","419,000",3777,Wright County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"419,000",164,Yellow Medicine County,1,Total:,Total:,all countries,(Total),Total:,Minnesota,418676,Minnesota,418676,5419171
,"222,000",490,Adair County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",139,Alfalfa County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",150,Atoka County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",558,Beaver County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",725,Beckham County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",282,Blaine County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",958,Bryan County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",940,Caddo County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"5,900","222,000",5865,Canadian County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1298,Carter County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1177,Cherokee County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",160,Choctaw County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",219,Cimarron County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"16,700","222,000",16665,Cleveland County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",49,Coal County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"7,000","222,000",6981,Comanche County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",85,Cotton County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",218,Craig County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1195,Creek County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"2,100","222,000",2127,Custer County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",880,Delaware County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",81,Dewey County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",95,Ellis County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"4,400","222,000",4429,Garfield County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",866,Garvin County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1110,Grady County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",48,Grant County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",30,Greer County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
